enrollment_id,user_id,course_id,current_status
271,3914,566,active
272,6556,347,active
273,6506,1029,inactive
274,8638,1008,active
275,2183,303,inactive
276,2751,947,inactive
277,2857,416,inactive
278,7043,692,inactive
279,7312,465,inactive
280,3046,696,active
281,3027,797,inactive
282,1341,971,inactive
283,9297,876,active
284,9369,134,inactive
285,6035,570,inactive
286,2059,1006,inactive
287,8830,31,inactive
288,2627,773,inactive
289,2435,344,inactive
290,6972,238,inactive
291,2912,391,inactive
292,3603,384,active
293,1557,431,active
294,197,422,inactive
295,5114,403,active
296,7015,618,active
297,3190,41,active
298,3674,246,inactive
299,9890,937,active
300,4220,937,active
301,6933,543,inactive
302,1863,133,active
303,1310,507,active
304,3271,312,inactive
305,5799,845,inactive
306,5261,577,active
307,462,499,inactive
308,5554,98,active
309,2962,957,inactive
310,3540,239,inactive
311,8780,966,inactive
312,6047,928,active
313,1200,351,active
314,3703,600,active
315,7034,861,active
316,3742,651,inactive
317,7832,356,active
318,129,570,active
319,9208,605,active
320,9588,381,active
321,7113,202,inactive
322,6295,814,inactive
323,9006,470,active
324,6368,894,active
325,2527,801,inactive
326,83,902,active
327,7606,60,active
328,3737,529,inactive
329,1459,704,inactive
330,2012,530,active
331,8986,587,active
332,1039,248,inactive
333,8448,888,active
334,475,648,inactive
335,3113,1013,inactive
336,3111,323,inactive
337,563,709,inactive
338,9598,898,active
339,7134,754,active
340,1317,507,active
341,2019,279,inactive
342,4887,310,inactive
343,5464,420,inactive
344,2616,694,active
345,3015,396,active
346,2554,1025,inactive
347,1124,704,inactive
348,7659,847,inactive
349,8570,388,active
350,9465,961,active
351,5308,324,inactive
352,3788,832,inactive
353,3631,69,inactive
354,7948,677,active
355,3784,446,active
356,217,190,active
357,2632,963,active
358,5811,292,inactive
359,4160,355,active
360,2246,119,active
361,7386,839,active
362,5633,703,inactive
363,8909,536,inactive
364,1780,983,inactive
365,4481,376,active
366,4246,511,active
367,8805,833,inactive
368,9425,983,inactive
369,7337,653,active
370,8279,881,active
371,6140,749,active
372,1467,295,active
373,5203,595,inactive
374,5433,336,inactive
375,6970,130,active
376,8624,389,inactive
377,5573,690,inactive
378,2241,769,active
379,9273,331,inactive
380,736,430,inactive
381,8271,315,active
382,4173,1012,inactive
383,6700,426,inactive
384,8143,273,inactive
385,3209,805,inactive
386,5404,854,inactive
387,1939,171,inactive
388,6252,570,inactive
389,9895,537,active
390,9411,465,active
391,9722,203,active
392,4863,812,inactive
393,2123,369,inactive
394,8056,409,inactive
395,3398,331,active
396,5259,692,inactive
397,3559,131,inactive
398,2705,349,active
399,2928,898,inactive
400,6972,261,active
401,3905,397,active
402,5385,308,inactive
403,495,124,inactive
404,6892,570,inactive
405,1183,212,active
406,6259,432,inactive
407,2358,138,inactive
408,6616,785,active
409,400,620,active
410,4002,64,inactive
411,9189,661,active
412,6770,696,active
413,5954,354,active
414,4440,256,active
415,5591,414,inactive
416,1391,720,inactive
417,8650,779,active
418,1175,677,inactive
419,3684,176,active
420,7476,398,active
421,4793,305,active
422,908,50,active
423,7354,743,active
424,4381,695,inactive
425,7796,718,inactive
426,4376,292,inactive
427,1677,603,inactive
428,2504,807,active
429,7569,278,active
430,7605,1002,active
431,4714,933,inactive
432,7273,915,inactive
433,9896,549,inactive
434,7872,778,active
435,6578,376,inactive
436,4936,801,active
437,8176,178,active
438,1711,826,inactive
439,6761,572,active
440,9819,314,active
441,9137,794,inactive
442,1911,504,active
443,189,38,active
444,7119,854,inactive
445,2331,479,inactive
446,9151,1009,inactive
447,1657,924,active
448,6071,216,active
449,7236,475,active
450,8695,737,active
451,9717,330,active
452,8569,80,inactive
453,6956,776,inactive
454,1684,601,inactive
455,8828,848,active
456,4372,495,active
457,4377,222,inactive
458,3702,203,inactive
459,4675,399,inactive
460,2375,639,inactive
461,2874,420,inactive
462,8695,712,active
463,4415,114,inactive
464,9889,806,active
465,8780,456,inactive
466,1665,720,active
467,7679,973,active
468,7799,536,inactive
469,5141,769,inactive
470,2297,197,inactive
471,3549,100,inactive
472,4906,880,active
473,5876,411,inactive
474,6764,295,active
475,2711,57,active
476,2554,588,active
477,237,408,active
478,1865,38,inactive
479,2647,178,active
480,4141,956,inactive
481,6710,375,inactive
482,7983,586,inactive
483,7515,124,inactive
484,2572,148,inactive
485,6590,455,inactive
486,847,513,active
487,7779,394,inactive
488,8707,237,inactive
489,6974,963,inactive
490,9388,319,inactive
491,1225,715,inactive
492,2911,676,inactive
493,6306,146,active
494,2884,635,active
495,5805,73,active
496,50,86,inactive
497,3069,197,inactive
498,2349,779,active
499,1805,341,inactive
500,1650,371,inactive
501,8992,693,active
502,803,96,active
503,8280,446,active
504,8243,900,inactive
505,2467,721,inactive
506,4158,559,inactive
507,49,596,active
508,2941,164,inactive
509,1206,557,active
510,801,187,inactive
511,5732,705,inactive
512,1052,588,inactive
513,5339,197,active
514,5360,687,inactive
515,4681,495,inactive
516,2231,542,active
517,8018,839,active
518,6248,46,inactive
519,1711,206,inactive
520,8033,647,active
521,2307,834,active
522,9539,81,inactive
523,2995,613,active
524,565,817,inactive
525,4031,978,inactive
526,3305,345,inactive
527,3200,367,active
528,5944,852,active
529,1713,760,inactive
530,8617,980,active
531,62,955,inactive
532,1323,923,active
533,5205,213,active
534,9014,814,inactive
535,9479,901,inactive
536,7954,952,active
537,3499,451,active
538,3229,223,active
539,4683,441,inactive
540,8518,478,inactive
541,1490,788,inactive
542,3787,214,inactive
543,7304,84,inactive
544,1319,226,active
545,8634,938,inactive
546,746,403,inactive
547,4038,506,active
548,6703,982,active
549,8319,769,inactive
550,6450,519,active
551,3542,64,inactive
552,8054,159,inactive
553,3301,172,inactive
554,9213,530,inactive
555,1647,962,inactive
556,2871,620,inactive
557,5466,310,inactive
558,8550,117,active
559,9538,323,inactive
560,1957,375,active
561,6658,758,active
562,1524,711,inactive
563,6858,867,active
564,6867,36,active
565,7914,603,active
566,9928,356,active
567,4314,783,inactive
568,6572,1023,inactive
569,8555,548,active
570,3292,696,active
571,3888,621,active
572,1529,736,active
573,5484,765,active
574,8153,182,active
575,212,918,inactive
576,5043,1006,inactive
577,471,788,inactive
578,7108,164,inactive
579,1456,190,inactive
580,2180,887,active
581,2724,860,inactive
582,3045,540,active
583,7110,952,active
584,3030,261,inactive
585,2780,887,inactive
586,484,39,inactive
587,1686,961,active
588,7000,360,active
589,7878,391,active
590,3192,148,active
591,9437,245,inactive
592,2849,977,active
593,5925,385,inactive
594,8093,587,inactive
595,4572,707,inactive
596,465,282,inactive
597,8781,611,inactive
598,4211,110,active
599,6998,437,active
600,1739,325,inactive
601,5926,31,active
602,452,398,inactive
603,641,675,inactive
604,8387,90,inactive
605,4447,882,active
606,5707,1006,inactive
607,2679,152,active
608,1496,918,inactive
609,7317,459,active
610,3747,98,active
611,8749,679,inactive
612,7880,258,active
613,483,635,active
614,936,373,active
615,3173,353,inactive
616,8085,61,active
617,1639,133,inactive
618,4875,66,active
619,3781,640,active
620,5698,602,inactive
621,5346,283,active
622,7165,188,inactive
623,8371,725,active
624,2550,223,inactive
625,4196,36,inactive
626,6589,181,inactive
627,7920,903,active
628,6130,471,active
629,6741,745,active
630,1643,83,inactive
631,9011,586,inactive
632,9448,399,inactive
633,9606,302,active
634,8610,159,active
635,2631,510,inactive
636,9301,1023,active
637,7657,1019,inactive
638,4701,475,active
639,7098,192,active
640,824,864,inactive
641,4715,322,inactive
642,4843,569,active
643,2244,662,active
644,5615,875,inactive
645,4262,614,inactive
646,3659,412,active
647,3351,727,inactive
648,5217,180,active
649,8132,794,active
650,9407,522,inactive
651,9433,716,active
652,4472,906,active
653,338,993,active
654,2826,431,inactive
655,6704,556,inactive
656,4937,59,active
657,5500,407,inactive
658,7309,757,inactive
659,5636,73,active
660,410,607,active
661,4027,302,active
662,6071,472,inactive
663,3693,986,active
664,346,392,inactive
665,5053,917,active
666,67,707,active
667,1721,959,active
668,3161,118,active
669,5656,875,active
670,5282,41,inactive
671,8732,625,inactive
672,7370,350,active
673,8745,167,inactive
674,2285,628,active
675,7784,820,inactive
676,5820,183,active
677,1903,524,active
678,3645,366,inactive
679,1319,579,inactive
680,9431,712,inactive
681,2476,835,inactive
682,3214,944,inactive
683,5747,951,inactive
684,5901,565,active
685,1949,654,active
686,3150,880,active
687,6812,659,active
688,9000,226,inactive
689,2583,410,active
690,5489,380,inactive
691,1491,734,active
692,8777,150,inactive
693,9251,231,inactive
694,6891,507,active
695,4934,816,active
696,2472,784,inactive
697,5704,539,active
698,8332,951,active
699,8057,504,inactive
700,8668,414,inactive
701,8128,396,inactive
702,4542,616,inactive
703,8879,989,inactive
704,2371,190,active
705,302,591,active
706,4482,541,inactive
707,7156,736,active
708,325,685,active
709,4868,483,inactive
710,9394,523,active
711,6669,182,inactive
712,7416,233,active
713,8917,666,inactive
714,8291,293,active
715,9110,361,inactive
716,5563,226,inactive
717,9979,588,active
718,1087,783,active
719,9353,235,inactive
720,7463,759,inactive
721,4891,1026,active
722,4487,140,inactive
723,870,972,active
724,4400,346,inactive
725,1335,692,active
726,9141,76,active
727,2699,325,inactive
728,504,42,active
729,8607,470,inactive
730,8941,683,inactive
731,6086,545,inactive
732,8480,575,inactive
733,7713,469,active
734,191,957,active
735,60,270,inactive
736,9544,644,inactive
737,6325,175,active
738,9750,923,inactive
739,5746,692,inactive
740,4776,851,inactive
741,7787,624,active
742,8771,210,active
743,8145,864,active
744,2416,534,inactive
745,117,316,active
746,5050,865,inactive
747,6535,915,active
748,3713,133,active
749,8280,67,active
750,5604,432,inactive
751,8133,554,active
752,2630,41,inactive
753,2416,793,inactive
754,6183,843,active
755,1582,949,active
756,1655,532,active
757,9132,1007,inactive
758,1224,583,active
759,7110,923,active
760,7584,142,inactive
761,7918,167,inactive
762,5174,1030,active
763,8361,293,inactive
764,2350,813,active
765,7443,920,inactive
766,1852,417,active
767,612,291,active
768,1643,207,active
769,2255,249,active
770,2578,437,active
771,1877,738,active
772,8519,132,active
773,3258,938,inactive
774,4965,933,inactive
775,9622,497,inactive
776,9685,891,inactive
777,6470,165,inactive
778,3826,472,active
779,4853,226,active
780,5860,568,active
781,5906,539,inactive
782,6962,956,inactive
783,1034,947,active
784,9649,361,active
785,6808,211,active
786,3659,851,inactive
787,287,947,inactive
788,7418,582,inactive
789,3214,976,inactive
790,4294,85,inactive
791,7368,828,inactive
792,7799,475,inactive
793,3706,63,active
794,4426,507,active
795,4216,240,active
796,624,175,inactive
797,7965,982,inactive
798,5002,89,active
799,9863,1000,inactive
800,2259,400,active
801,587,187,inactive
802,6109,376,inactive
803,5875,787,active
804,3718,534,inactive
805,2654,333,inactive
806,9471,303,inactive
807,593,517,active
808,2582,402,inactive
809,3960,952,active
810,1834,100,inactive
811,5863,834,inactive
812,7524,679,active
813,3871,808,inactive
814,5688,412,active
815,6125,667,inactive
816,648,397,active
817,1009,921,inactive
818,3964,823,active
819,591,636,active
820,2920,556,active
821,8672,853,active
822,1423,854,inactive
823,6485,179,inactive
824,2266,639,active
825,6023,230,inactive
826,9990,382,active
827,4043,287,inactive
828,3686,554,inactive
829,1983,112,active
830,4211,51,active
831,6208,259,inactive
832,7498,78,inactive
833,2310,351,active
834,8874,962,inactive
835,6417,532,active
836,680,45,inactive
837,5419,991,active
838,5691,275,inactive
839,4552,748,active
840,1542,355,inactive
841,2637,674,active
842,5460,801,active
843,2627,205,inactive
844,8624,183,active
845,3107,747,active
846,6475,503,inactive
847,8205,762,active
848,5923,494,inactive
849,7378,275,active
850,4393,733,active
851,9072,837,inactive
852,4143,138,active
853,5502,979,active
854,3595,914,active
855,7356,924,active
856,3524,184,inactive
857,478,294,inactive
858,2167,578,active
859,5272,1007,inactive
860,6648,358,active
861,9177,854,active
862,2047,680,inactive
863,7461,491,inactive
864,4640,142,active
865,8883,52,active
866,5456,103,active
867,3963,797,inactive
868,8803,431,inactive
869,4843,941,inactive
870,8961,170,active
871,3522,416,inactive
872,9877,670,inactive
873,5502,466,active
874,3570,653,inactive
875,5513,400,active
876,717,867,active
877,1939,886,inactive
878,8453,862,inactive
879,6271,288,active
880,9414,71,inactive
881,3746,804,active
882,5860,497,active
883,2006,769,inactive
884,1549,589,active
885,9599,513,inactive
886,7630,358,inactive
887,7913,129,active
888,6628,795,inactive
889,1972,1005,active
890,5534,179,inactive
891,74,217,inactive
892,170,732,active
893,4592,197,inactive
894,2978,923,active
895,4634,496,active
896,55,198,inactive
897,957,273,active
898,2210,220,inactive
899,6753,869,inactive
900,40,48,inactive
901,7016,1020,active
902,1555,83,inactive
903,6704,361,inactive
904,5221,52,active
905,2562,667,inactive
906,5313,969,inactive
907,8367,608,inactive
908,8981,1027,inactive
909,9378,589,active
910,4965,822,inactive
911,7851,972,inactive
912,1339,661,inactive
913,4675,780,active
914,3749,581,inactive
915,3471,577,inactive
916,1771,376,inactive
917,1873,173,inactive
918,9670,825,active
919,7505,32,active
920,1652,428,active
921,9645,920,active
922,3860,764,inactive
923,4180,335,active
924,7369,345,inactive
925,3375,341,active
926,3372,831,active
927,9120,1030,active
928,3820,150,inactive
929,3679,84,active
930,2749,388,inactive
931,598,843,active
932,6816,705,inactive
933,717,62,inactive
934,9828,847,inactive
935,6605,102,inactive
936,1517,470,inactive
937,5631,976,inactive
938,8430,136,active
939,8136,718,inactive
940,4849,891,active
941,2931,814,active
942,5978,288,active
943,3690,611,inactive
944,1295,206,inactive
945,4677,574,inactive
946,10004,362,inactive
947,2112,713,inactive
948,7845,260,inactive
949,7998,533,inactive
950,7657,767,inactive
951,6549,456,inactive
952,3129,46,active
953,6961,863,inactive
954,3276,431,active
955,4611,140,inactive
956,1898,1011,inactive
957,5764,519,active
958,6737,184,inactive
959,4140,878,inactive
960,9529,216,inactive
961,5587,687,inactive
962,7924,311,active
963,1934,304,inactive
964,80,1030,inactive
965,6952,824,inactive
966,3007,926,inactive
967,9969,463,active
968,5794,464,active
969,7468,119,inactive
970,6857,640,inactive
971,6913,122,inactive
972,2181,940,inactive
973,434,796,inactive
974,8250,828,active
975,1689,729,active
976,9770,956,inactive
977,9489,52,inactive
978,2528,659,active
979,1069,129,active
980,3086,926,inactive
981,9227,86,active
982,2876,257,active
983,9409,245,active
984,4658,426,inactive
985,6010,84,active
986,2626,884,active
987,4011,745,inactive
988,6651,344,active
989,1382,175,inactive
990,9914,660,inactive
991,4599,284,active
992,1115,874,active
993,3993,653,active
994,4636,797,inactive
995,9859,950,active
996,1262,795,active
997,4677,652,active
998,5445,932,inactive
999,7360,731,active
1000,855,304,inactive
1001,1117,396,active
1002,6536,385,inactive
1003,2447,703,active
1004,9115,329,active
1005,7207,297,inactive
1006,1857,481,inactive
1007,616,428,active
1008,7120,103,inactive
1009,2247,404,active
1010,518,516,inactive
1011,4329,815,inactive
1012,4436,666,active
1013,1799,347,active
1014,4657,566,active
1015,2058,641,inactive
1016,764,960,active
1017,2650,390,inactive
1018,6796,369,active
1019,2040,819,active
1020,213,302,inactive
1021,8294,773,inactive
1022,6096,73,inactive
1023,5391,664,active
1024,6655,439,inactive
1025,2210,395,active
1026,3849,102,inactive
1027,8527,158,active
1028,9159,552,inactive
1029,782,977,inactive
1030,8108,980,active
1031,3737,171,active
1032,1844,484,inactive
1033,5041,346,inactive
1034,7894,696,active
1035,4732,505,active
1036,443,865,active
1037,2509,415,inactive
1038,715,937,inactive
1039,4879,1010,active
1040,1934,1024,inactive
1041,1801,404,active
1042,439,284,inactive
1043,5051,749,active
1044,4238,379,active
1045,2335,168,inactive
1046,6395,721,inactive
1047,1476,997,active
1048,2972,672,active
1049,8174,404,inactive
1050,4863,257,active
1051,3096,274,active
1052,519,538,active
1053,2996,711,inactive
1054,3992,324,active
1055,8232,764,active
1056,3612,540,inactive
1057,1472,426,inactive
1058,3369,596,active
1059,54,271,inactive
1060,7190,82,active
1061,4862,840,active
1062,3317,852,active
1063,654,806,active
1064,2502,1000,inactive
1065,3577,958,active
1066,8676,909,inactive
1067,2453,633,active
1068,4110,281,inactive
1069,6643,979,active
1070,5241,994,active
1071,6245,738,active
1072,5602,541,active
1073,4922,119,active
1074,2973,622,active
1075,6938,853,inactive
1076,7622,200,inactive
1077,3644,416,inactive
1078,7169,575,inactive
1079,109,707,active
1080,5947,1023,active
1081,1546,983,active
1082,6828,70,inactive
1083,824,761,inactive
1084,6341,304,inactive
1085,7368,650,inactive
1086,3386,783,inactive
1087,3262,629,inactive
1088,1550,815,inactive
1089,4236,740,inactive
1090,4304,700,inactive
1091,6604,108,inactive
1092,7262,1021,inactive
1093,2951,941,inactive
1094,5778,234,active
1095,7621,490,inactive
1096,9501,659,inactive
1097,3385,788,inactive
1098,1232,375,active
1099,8366,906,inactive
1100,8414,831,inactive
1101,8150,995,inactive
1102,482,305,active
1103,2982,100,active
1104,7139,724,active
1105,3034,893,inactive
1106,7299,814,inactive
1107,9403,748,active
1108,7872,755,active
1109,2804,799,inactive
1110,6954,304,active
1111,2557,210,inactive
1112,4299,895,inactive
1113,1846,150,inactive
1114,4128,562,inactive
1115,2805,567,inactive
1116,3654,159,active
1117,8487,86,active
1118,2859,283,inactive
1119,5692,752,active
1120,4095,313,active
1121,4068,74,inactive
1122,7576,889,active
1123,952,531,inactive
1124,9045,295,inactive
1125,1264,892,inactive
1126,2857,664,active
1127,7092,276,inactive
1128,6034,909,inactive
1129,2533,859,active
1130,330,982,inactive
1131,10026,915,active
1132,816,425,active
1133,5035,329,active
1134,2603,476,inactive
1135,4091,483,inactive
1136,3129,953,active
1137,9538,107,inactive
1138,9963,40,active
1139,8872,682,active
1140,4656,922,inactive
1141,6321,900,active
1142,9643,944,active
1143,8864,858,active
1144,1118,258,active
1145,2281,531,inactive
1146,8731,794,active
1147,3953,385,active
1148,4234,175,active
1149,2442,800,inactive
1150,7935,659,active
1151,2558,319,inactive
1152,6456,877,active
1153,5441,274,active
1154,8315,128,inactive
1155,8576,562,inactive
1156,6992,410,active
1157,7229,823,inactive
1158,8336,920,inactive
1159,2680,347,active
1160,3631,405,active
1161,3223,708,inactive
1162,2269,635,active
1163,8037,600,inactive
1164,4159,426,inactive
1165,4361,66,inactive
1166,7019,146,active
1167,8750,815,active
1168,1578,105,active
1169,5416,817,active
1170,7500,378,inactive
1171,2043,234,active
1172,8809,450,active
1173,4340,294,active
1174,7131,878,inactive
1175,6304,504,active
1176,5156,796,inactive
1177,7822,629,active
1178,8920,221,inactive
1179,7076,655,inactive
1180,3051,327,inactive
1181,2551,382,inactive
1182,5183,245,active
1183,3070,244,active
1184,1543,679,inactive
1185,4724,347,active
1186,8122,893,inactive
1187,9401,674,active
1188,6379,216,active
1189,4682,601,inactive
1190,4087,170,active
1191,756,278,active
1192,8024,953,inactive
1193,5123,364,active
1194,9880,763,inactive
1195,2430,889,active
1196,795,952,inactive
1197,8833,753,inactive
1198,7188,243,inactive
1199,1681,826,active
1200,5457,669,inactive
1201,7162,112,active
1202,8749,724,active
1203,9345,271,active
1204,6168,317,active
1205,9008,595,inactive
1206,9139,33,inactive
1207,7499,979,active
1208,9638,244,active
1209,6204,106,active
1210,8473,355,active
1211,1173,740,inactive
1212,4184,150,active
1213,9713,579,active
1214,297,31,active
1215,6194,819,inactive
1216,5395,849,active
1217,1398,225,active
1218,3368,615,active
1219,1000,868,inactive
1220,1986,180,active
1221,2841,251,inactive
1222,5517,867,active
1223,4897,756,inactive
1224,7073,621,inactive
1225,7943,652,active
1226,9058,573,inactive
1227,9432,562,inactive
1228,4648,344,active
1229,4439,134,active
1230,5924,382,active
1231,9102,421,inactive
1232,6597,47,inactive
1233,2385,256,active
1234,5825,192,active
1235,5405,180,inactive
1236,8839,237,active
1237,8439,975,active
1238,5621,134,inactive
1239,7739,947,active
1240,8741,585,active
1241,5783,74,active
1242,97,333,inactive
1243,1989,752,inactive
1244,8144,889,inactive
1245,6780,637,inactive
1246,5345,287,active
1247,5864,106,active
1248,7326,855,inactive
1249,9357,499,inactive
1250,7867,89,inactive
1251,4692,895,active
1252,4700,973,active
1253,8973,679,inactive
1254,3034,882,inactive
1255,9424,445,active
1256,907,773,inactive
1257,6321,234,active
1258,314,317,inactive
1259,9914,269,active
1260,5496,810,active
1261,6639,572,active
1262,5150,405,active
1263,8446,132,active
1264,972,463,inactive
1265,6879,755,active
1266,6109,559,inactive
1267,5244,306,active
1268,4022,898,inactive
1269,2443,82,inactive
1270,5004,745,active
1271,9810,586,inactive
1272,2113,639,inactive
1273,472,810,active
1274,7410,718,active
1275,1006,251,inactive
1276,6714,369,active
1277,4219,651,inactive
1278,391,226,inactive
1279,4057,1023,active
1280,8187,855,inactive
1281,1380,942,inactive
1282,7959,39,inactive
1283,1786,386,active
1284,1226,929,active
1285,2657,655,inactive
1286,3186,319,inactive
1287,8222,641,inactive
1288,3221,989,active
1289,1479,779,active
1290,208,395,inactive
1291,6808,393,inactive
1292,7581,502,inactive
1293,9217,520,inactive
1294,9193,751,inactive
1295,336,956,active
1296,5786,514,inactive
1297,4075,565,active
1298,6835,333,active
1299,7201,736,active
1300,1881,873,active
1301,5596,340,active
1302,3279,633,active
1303,8546,847,active
1304,5587,357,inactive
1305,7435,390,active
1306,1763,784,active
1307,4835,91,active
1308,6238,624,active
1309,8751,874,active
1310,7578,571,inactive
1311,7828,102,inactive
1312,5351,969,inactive
1313,599,1007,inactive
1314,6299,846,inactive
1315,7803,60,active
1316,5378,134,inactive
1317,2495,713,active
1318,4621,415,active
1319,7300,226,active
1320,9068,869,active
1321,3566,193,inactive
1322,4523,821,inactive
1323,4843,587,active
1324,5213,532,active
1325,9784,236,inactive
1326,6218,632,inactive
1327,5939,981,inactive
1328,8691,511,active
1329,7701,948,active
1330,895,208,inactive
1331,9610,658,inactive
1332,8662,922,active
1333,4813,620,active
1334,6139,325,inactive
1335,9367,828,inactive
1336,6744,862,inactive
1337,3493,853,active
1338,1369,36,inactive
1339,4373,652,inactive
1340,4573,368,active
1341,2245,535,inactive
1342,8316,680,inactive
1343,5874,989,active
1344,6371,407,active
1345,7577,214,inactive
1346,2832,559,active
1347,2352,244,active
1348,7653,487,inactive
1349,9349,1011,inactive
1350,9316,139,inactive
1351,9297,865,active
1352,7353,842,inactive
1353,5650,391,inactive
1354,4348,533,active
1355,4197,523,inactive
1356,9882,564,active
1357,708,268,inactive
1358,2155,344,inactive
1359,9601,534,active
1360,7133,679,inactive
1361,5476,429,active
1362,8003,155,active
1363,7857,969,inactive
1364,8590,877,active
1365,8506,743,active
1366,9179,944,inactive
1367,9101,344,active
1368,1344,309,active
1369,8846,395,inactive
1370,6569,726,inactive
1371,203,497,inactive
1372,888,735,active
1373,2355,226,active
1374,9070,813,active
1375,5245,1017,active
1376,7445,226,active
1377,101,833,active
1378,8321,545,active
1379,1997,193,inactive
1380,774,681,active
1381,8569,501,inactive
1382,1019,981,inactive
1383,9856,426,active
1384,4475,226,inactive
1385,4011,897,inactive
1386,2660,111,active
1387,5917,334,inactive
1388,1811,124,inactive
1389,9250,625,inactive
1390,1838,173,active
1391,495,604,active
1392,2346,991,inactive
